-1.5708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-1.5708,0,0,0,0,0,0,0,0,0,1.5708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-1.5708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,-1.5215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6201,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-1.5208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6208,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-1.5708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5708,0,0,0,0,0,0,0
0,0,0,0,0,0,-1.5524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5892,0,0,0,0,0,0
0,0,0,0,0,0,0,-1.5449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5967,0,0,0,0
0,0,0,0,0,0,0,0,-1.5196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.622
0,0,0,0,0,0,0,0,0,-1.5308,1.6108,0,0,0,0,0,0,0,1.6108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1.6108,-1.5138,1.6557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.5708,0,0,0,0,0,0,0,0,1.6557,-1.2788,1.6567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.254,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1.6567,-1.4925,1.6318,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6533,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1.6318,-1.5089,1.6332,0,0,0,0,0,0,0,0,1.6327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1.6332,-1.4969,1.6476,0,1.6421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.5708,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6476,-1.4991,1.6359,0,0,0,1.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
