2,9.8477
3,20.009
4,20.3
5,24.97
6,34.265
7,132.92
8,44.029
9,30.962
10,-10.693
11,20.641
12,1050.7
13,119.95
14,199.84
15,228.61
16,65.099
17,123.78
18,34.998
19,-49.964
20,49.97
21,-49.928
22,-23.839
23,15.026
24,90.206
25,150.09
26,39.718
27,34.99
28,33.262
29,237.27
30,278.32
31,-66.911
32,692.07
33,93.423
34,44.082
35,35.721
36,160.31
37,161.39
38,262.96
39,42.531
40,132.53
41,300.23
42,164.08
43,68.385
44,-35.442
45,51.762
46,52.2
47,139.61
48,93.423
49,420.02
50,51.814
51,200.25
52,348.05
53,6.3203
54,106.67
55,153.35
56,41.562
1,38.838
57,25.013
58,89.907
59,120.64
60,150.01
61,86.93
62,324.37
63,283.93
64,136.92
65,2.0038
66,12.198
67,11.168
68,22.005
69,4.0723
