-1.2647,1.8925,0,0,0,0,1.8281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.8925,-1.2578,0,0,0,0,0,1.9101,1.8158,1.8925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-1.5708,0,0,0,0,0,0,0,0,0,0,0,0,1.5708,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,-1.0997,0,0,0,0,0,0,0,0,0,2.0074,0,0,0,0,0,0,0,0,0,2.0344,2.1588,0,0,0,0,0
0,0,0,0,-1.1135,0,0,0,0,0,0,0,0,0,0,0,0,2.0344,0,0,0,0,0,0,2.0195,0,0,0,0,0
0,0,0,0,0,-1.2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0533,0,1.5708,2.0533,2.0608
1.8281,0,0,0,0,0,-1.3237,1.8158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.9101,0,0,0,0,1.8158,-1.3329,0,1.8158,0,0,0,0,0,1.5708,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.8158,0,0,0,0,0,0,-1.2339,0,1.9656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.8925,0,0,0,0,0,1.8158,0,-1.3103,1.9296,1.8158,1.5708,1.5708,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8925,0,0
0,0,0,0,0,0,0,0,1.9656,1.9296,-1.1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1.8158,0,-1.3182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8623,0,0
0,0,0,0,0,0,0,0,0,1.5708,0,0,-1.5708,1.5708,1.5708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,2.0074,0,0,0,0,0,1.5708,0,0,1.5708,-1.268,0,0,0,0,0,1.9296,0,0,1.9757,1.9757,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1.5708,0,-1.5708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1.5708,0,0,0,0,1.5708,0,0,0,0,0,0,0,-1.3075,2.0032,2.0647,1.9937,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0032,-0.94192,2.4038,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,2.0344,0,0,0,0,0,0,0,0,0,0,2.0647,2.4038,-1.0303,0,0,2.0344,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9937,0,0,-1.1605,1.9693,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1.9296,0,0,0,0,1.9693,-1.2004,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0344,0,0,-1.1269,2.0032,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0032,-1.1564,1.9757,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1.9757,0,0,0,0,0,0,0,1.9757,-1.1659,0,0,0,0,0,0,0
0,0,0,2.0344,0,0,0,0,0,0,0,0,0,1.9757,0,0,0,0,0,0,0,0,0,-1.1205,0,0,0,0,0,0
0,0,0,2.1588,2.0195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.043,2.0932,0,0,0,0
0,0,0,0,0,2.0533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0932,-1.0525,2.1527,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1527,-0.98889,0,0,0
0,0,0,0,0,1.5708,0,0,0,1.8925,0,1.8623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.2898,0,0
0,0,0,0,0,2.0533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0847,2.0608
0,0,0,0,0,2.0608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0608,-1.0808
